old_canvas_id,new_canvas_id
http://manifests.ydc2.yale.edu/canvas/KIYN-07-21-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18696
http://manifests.ydc2.yale.edu/canvas/KIYN-07-25-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18716
http://manifests.ydc2.yale.edu/canvas/KIYN-07-26-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18721
http://manifests.ydc2.yale.edu/canvas/KIYN-07-27-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18726
http://manifests.ydc2.yale.edu/canvas/KIYN-07-28-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18731
http://manifests.ydc2.yale.edu/canvas/KIYN-07-29-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18736
http://manifests.ydc2.yale.edu/canvas/KIYN-07-31-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18746
http://manifests.ydc2.yale.edu/canvas/KIYN-07-32-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18751
http://manifests.ydc2.yale.edu/canvas/KIYN-07-33-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18756
http://manifests.ydc2.yale.edu/canvas/KIYN-07-34-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18761
http://manifests.ydc2.yale.edu/canvas/KIYN-07-37-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18776
http://manifests.ydc2.yale.edu/canvas/KIYN-07-40-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18791
